EmployeeID,Age,AgeGroup,Gender,Department,JobRole,Salary,SalaryGroup,ExperienceYears,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EmployeeSatisfaction,PerformanceRating,OverTime,DistanceFromHome,Attrition
E1825,41,41-50,Male,Finance,Sales Executive,20439,Low Salary,18,4,2,3,4,5,No,27,Yes
E1826,40,31-40,Male,Finance,Executive,62241,Medium Salary,14,4,4,5,4,3,Yes,18,No
E1827,25,20-30,Female,Research & Development,Executive,57533,Medium Salary,1,5,3,5,1,2,Yes,45,No
E1828,25,20-30,Female,Finance,HR Specialist,43270,Medium Salary,3,1,1,5,5,2,No,36,No
E1829,23,20-30,Female,Research & Development,Engineer,93815,High Salary,3,4,5,2,2,5,Yes,49,No
E1830,49,41-50,Female,Sales,HR Specialist,54279,Medium Salary,24,1,2,3,2,5,No,27,Yes
E1831,30,20-30,Female,IT,Manager,38888,Low Salary,4,5,5,2,5,5,Yes,9,No
E1832,49,41-50,Female,Sales,Sales Executive,32630,Low Salary,23,1,3,4,4,3,No,39,No
E1833,50,41-50,Male,Research & Development,Manager,76063,Medium Salary,23,2,1,2,2,2,Yes,1,No
E1834,43,41-50,Male,Research & Development,Executive,50144,Medium Salary,21,4,4,4,3,4,Yes,7,No
E1835,28,20-30,Female,Sales,Sales Executive,67161,Medium Salary,6,1,5,4,3,3,Yes,26,No
E1836,22,20-30,Female,HR,HR Specialist,111718,High Salary,1,3,4,4,1,1,Yes,7,No
E1837,50,41-50,Male,HR,Manager,106074,High Salary,24,1,1,2,5,5,No,7,No
E1838,59,51+,Male,HR,Analyst,92360,High Salary,38,4,5,3,5,2,No,8,Yes
E1839,56,51+,Male,Research & Development,Engineer,65979,Medium Salary,35,5,4,2,2,3,Yes,16,No
E1840,55,51+,Female,Finance,Engineer,112661,High Salary,30,5,4,3,4,1,Yes,3,No
E1841,43,41-50,Female,Research & Development,Analyst,21979,Low Salary,22,4,5,3,5,3,No,45,No
E1842,50,41-50,Female,Finance,Executive,41189,Medium Salary,26,2,1,4,2,3,No,10,No
E1843,25,20-30,Male,Sales,Sales Executive,57600,Medium Salary,2,2,4,2,2,4,No,50,No
E1844,21,20-30,Male,IT,Engineer,74560,Medium Salary,1,5,3,3,5,4,No,7,No
E1845,39,31-40,Female,Finance,Analyst,93040,High Salary,17,5,5,5,2,3,No,21,No
E1846,47,41-50,Female,HR,HR Specialist,76558,Medium Salary,23,4,2,3,1,1,No,37,Yes
E1847,30,20-30,Male,Research & Development,Analyst,101205,High Salary,10,2,2,5,1,2,No,31,Yes
E1848,23,20-30,Male,Sales,Executive,21910,Low Salary,0,5,1,2,5,2,No,23,No
E1849,34,31-40,Male,HR,Executive,72713,Medium Salary,8,2,3,2,4,5,Yes,27,No
E1850,25,20-30,Male,Sales,Manager,61857,Medium Salary,0,5,4,2,1,5,Yes,22,No
E1851,49,41-50,Female,IT,Engineer,49964,Medium Salary,25,1,2,3,1,2,Yes,39,No
E1852,57,51+,Male,Research & Development,Manager,100667,High Salary,33,3,1,1,5,3,No,27,No
E1853,21,20-30,Male,Research & Development,Analyst,40227,Medium Salary,0,1,3,3,3,3,No,49,No
E1854,34,31-40,Male,IT,Sales Executive,20978,Low Salary,11,5,3,3,2,4,No,4,No
E1855,30,20-30,Female,Research & Development,Sales Executive,102527,High Salary,3,3,1,4,1,4,Yes,24,No
E1856,27,20-30,Female,Finance,Executive,32153,Low Salary,6,3,1,4,3,5,No,23,No
E1857,45,41-50,Male,Sales,Sales Executive,74765,Medium Salary,19,5,4,3,4,2,No,48,No
E1858,24,20-30,Male,HR,Sales Executive,114084,High Salary,0,5,1,5,3,3,Yes,19,No
E1859,25,20-30,Male,IT,Sales Executive,54071,Medium Salary,2,2,4,4,5,2,No,42,No
E1860,45,41-50,Female,Finance,Analyst,84519,High Salary,20,5,4,3,4,1,No,3,Yes
E1861,23,20-30,Female,HR,Sales Executive,24503,Low Salary,1,4,5,1,4,2,No,27,No
E1862,38,31-40,Female,HR,HR Specialist,75703,Medium Salary,16,5,3,5,3,1,No,3,No
E1863,39,31-40,Male,IT,Sales Executive,79379,Medium Salary,17,4,3,2,5,4,No,28,No
E1864,52,51+,Female,Finance,Sales Executive,110457,High Salary,32,5,3,3,1,4,No,17,No
E1865,39,31-40,Male,HR,Manager,72866,Medium Salary,14,2,5,3,3,5,No,31,No
E1866,31,31-40,Male,HR,Analyst,31905,Low Salary,8,4,4,5,1,2,No,10,No
E1867,20,20-30,Male,Finance,Executive,60838,Medium Salary,0,1,4,4,3,2,Yes,49,No
E1868,45,41-50,Female,Research & Development,Manager,73279,Medium Salary,22,4,1,4,1,1,No,22,No
E1869,33,31-40,Male,HR,Engineer,104489,High Salary,9,2,5,4,3,4,Yes,30,No
E1870,57,51+,Female,Sales,Analyst,41806,Medium Salary,33,4,1,2,4,1,No,49,No
E1871,56,51+,Female,Finance,HR Specialist,60000,Medium Salary,30,5,5,5,2,4,No,21,Yes
E1872,30,20-30,Male,HR,Analyst,37168,Low Salary,3,5,1,5,4,1,No,36,No
E1873,55,51+,Male,IT,Engineer,85119,High Salary,31,2,2,4,1,4,No,23,No
E1874,32,31-40,Female,Sales,Engineer,53714,Medium Salary,10,3,3,4,5,1,Yes,38,Yes
E1875,22,20-30,Male,HR,Engineer,69093,Medium Salary,0,5,3,1,4,4,No,12,No
E1876,52,51+,Female,Sales,Executive,70419,Medium Salary,27,1,4,1,2,1,Yes,25,No
E1877,25,20-30,Male,Sales,Sales Executive,64145,Medium Salary,3,2,2,3,1,2,Yes,20,No
E1878,29,20-30,Female,Research & Development,Analyst,92425,High Salary,9,4,3,3,4,5,No,49,No
E1879,24,20-30,Female,Sales,Sales Executive,107949,High Salary,0,4,4,5,3,1,Yes,49,No
E1880,42,41-50,Female,Research & Development,Sales Executive,92811,High Salary,20,1,2,5,5,5,No,42,No
E1881,29,20-30,Female,Finance,HR Specialist,17461,Low Salary,7,5,3,2,1,2,No,7,No
E1882,21,20-30,Male,Research & Development,Engineer,29291,Low Salary,1,2,1,2,4,2,No,29,Yes
E1883,32,31-40,Male,IT,Executive,61804,Medium Salary,11,1,5,1,1,4,No,48,No
E1884,59,51+,Female,HR,HR Specialist,91971,High Salary,36,5,2,3,3,5,Yes,29,No
E1885,21,20-30,Female,Finance,Manager,108471,High Salary,0,2,4,1,2,3,Yes,13,Yes
E1886,39,31-40,Male,Finance,Executive,79946,Medium Salary,13,4,2,1,4,4,No,3,Yes
E1887,20,20-30,Male,IT,Sales Executive,113989,High Salary,0,2,4,3,1,5,No,2,No
E1888,56,51+,Male,Research & Development,Executive,99080,High Salary,32,3,2,2,1,1,No,16,No
E1889,28,20-30,Male,HR,Engineer,76332,Medium Salary,6,2,4,3,1,1,No,30,Yes
E1890,36,31-40,Male,Research & Development,Manager,92794,High Salary,9,3,3,4,2,2,Yes,38,No
E1891,28,20-30,Male,Sales,Engineer,45841,Medium Salary,8,2,1,4,1,3,No,6,No
E1892,30,20-30,Female,Research & Development,Manager,63758,Medium Salary,10,3,3,4,5,1,No,45,Yes
E1893,34,31-40,Male,Finance,HR Specialist,91272,High Salary,7,4,1,5,5,5,Yes,7,No
E1894,43,41-50,Male,HR,Sales Executive,52643,Medium Salary,20,5,3,2,1,5,Yes,5,No
E1895,57,51+,Female,Research & Development,Manager,65408,Medium Salary,36,3,3,2,5,1,Yes,7,No
E1896,54,51+,Male,HR,Manager,58950,Medium Salary,28,3,2,5,4,5,Yes,34,No
E1897,49,41-50,Male,HR,Manager,71849,Medium Salary,26,4,5,1,5,5,No,32,Yes
E1898,50,41-50,Male,Sales,Executive,115500,High Salary,23,3,4,4,1,2,Yes,49,No
E1899,24,20-30,Male,Sales,HR Specialist,43044,Medium Salary,2,1,4,4,3,3,Yes,13,Yes
E1900,33,31-40,Male,Finance,Executive,30997,Low Salary,6,4,4,1,4,2,Yes,30,No
E1901,30,20-30,Female,IT,Sales Executive,94751,High Salary,7,1,1,3,2,3,No,25,No
E1902,28,20-30,Male,HR,Manager,113605,High Salary,3,4,4,3,1,5,No,21,No
E1903,53,51+,Female,IT,HR Specialist,38911,Low Salary,33,3,4,2,2,3,Yes,21,No
E1904,31,31-40,Female,Finance,HR Specialist,70533,Medium Salary,11,1,2,5,3,5,Yes,28,No
E1905,54,51+,Male,HR,Analyst,97566,High Salary,30,3,3,2,2,5,Yes,48,No
E1906,54,51+,Female,HR,Sales Executive,109870,High Salary,30,4,4,3,1,2,No,20,No
E1907,20,20-30,Male,IT,HR Specialist,29571,Low Salary,0,3,5,1,1,2,Yes,34,No
E1908,59,51+,Female,Research & Development,Manager,109463,High Salary,33,1,4,2,3,4,No,5,No
E1909,41,41-50,Female,Sales,Manager,72941,Medium Salary,19,1,1,4,1,1,No,18,No
E1910,48,41-50,Male,Research & Development,HR Specialist,73005,Medium Salary,23,3,1,4,3,4,No,39,No
E1911,27,20-30,Male,IT,Executive,101250,High Salary,6,2,1,1,3,4,Yes,43,No
E1912,30,20-30,Male,Sales,Sales Executive,73712,Medium Salary,7,4,4,3,1,3,No,11,No
E1913,60,51+,Male,Research & Development,Manager,58541,Medium Salary,34,4,2,4,5,5,No,17,No
E1914,56,51+,Male,Sales,HR Specialist,38387,Low Salary,34,3,5,4,3,5,Yes,48,No
E1915,33,31-40,Female,HR,Manager,108980,High Salary,9,2,4,5,1,5,No,45,No
E1916,49,41-50,Female,Research & Development,HR Specialist,63908,Medium Salary,22,1,2,2,5,1,Yes,22,No
E1917,54,51+,Female,Sales,Sales Executive,100457,High Salary,31,5,2,3,3,3,Yes,37,No
E1918,40,31-40,Female,Sales,HR Specialist,28057,Low Salary,16,5,4,2,5,3,Yes,20,No
E1919,56,51+,Female,Sales,Analyst,79028,Medium Salary,29,3,4,3,4,5,No,48,No
E1920,24,20-30,Female,Research & Development,HR Specialist,70731,Medium Salary,1,2,2,4,4,4,No,48,Yes
E1921,38,31-40,Female,Finance,HR Specialist,39858,Low Salary,17,2,2,5,5,1,No,48,Yes
E1922,33,31-40,Male,Research & Development,Sales Executive,63689,Medium Salary,11,4,2,2,3,4,Yes,46,No
E1923,45,41-50,Male,IT,HR Specialist,59638,Medium Salary,22,1,4,4,1,2,No,6,No
E1924,23,20-30,Female,Research & Development,Sales Executive,106598,High Salary,0,2,2,3,2,3,Yes,34,No
E1925,44,41-50,Female,Sales,Analyst,117386,High Salary,18,5,1,2,1,3,No,14,Yes
E1926,44,41-50,Male,HR,Sales Executive,61486,Medium Salary,24,1,4,2,2,4,Yes,48,No
E1927,37,31-40,Male,Research & Development,Manager,35567,Low Salary,12,1,1,4,2,1,Yes,23,Yes
E1928,59,51+,Male,Research & Development,Sales Executive,44739,Medium Salary,34,3,3,2,3,3,No,20,No
E1929,27,20-30,Male,Sales,Analyst,72804,Medium Salary,1,2,4,5,5,4,Yes,13,No
E1930,58,51+,Female,HR,Engineer,18754,Low Salary,38,3,3,5,1,1,No,47,Yes
E1931,59,51+,Male,HR,HR Specialist,42044,Medium Salary,34,2,2,4,5,4,No,44,No
E1932,33,31-40,Female,IT,Sales Executive,82260,High Salary,10,4,2,3,4,1,No,41,No
E1933,51,51+,Female,Research & Development,HR Specialist,81912,High Salary,28,3,5,4,3,5,No,32,No
E1934,57,51+,Female,HR,Executive,23706,Low Salary,34,3,2,5,3,1,No,26,No
E1935,52,51+,Male,HR,Manager,23894,Low Salary,32,5,3,1,4,2,Yes,50,No
E1936,42,41-50,Male,Finance,Manager,33037,Low Salary,17,3,2,1,1,5,No,14,No
E1937,34,31-40,Female,Finance,Executive,98986,High Salary,7,2,4,2,4,4,No,36,No
E1938,52,51+,Female,HR,Executive,96942,High Salary,32,5,2,2,1,5,Yes,8,No
E1939,44,41-50,Female,IT,Sales Executive,66612,Medium Salary,21,3,5,1,2,5,Yes,40,No
E1940,36,31-40,Male,HR,Executive,44725,Medium Salary,10,3,2,5,3,4,No,22,No
E1941,52,51+,Female,Sales,Engineer,20926,Low Salary,27,4,3,2,1,4,No,22,No
E1942,21,20-30,Male,Research & Development,HR Specialist,119555,High Salary,0,3,3,4,5,2,No,16,No
E1943,33,31-40,Female,IT,HR Specialist,24496,Low Salary,9,1,2,4,5,4,Yes,27,No
E1944,59,51+,Female,Sales,Analyst,71447,Medium Salary,35,5,3,5,3,3,No,10,No
E1945,59,51+,Female,IT,Executive,116604,High Salary,38,1,3,2,4,3,Yes,25,No
E1946,58,51+,Male,Sales,Executive,44806,Medium Salary,31,5,5,4,4,2,No,31,No
E1947,25,20-30,Male,Research & Development,Engineer,103199,High Salary,0,4,4,2,1,1,No,21,No
E1948,25,20-30,Female,Research & Development,Manager,56321,Medium Salary,3,3,5,2,4,1,Yes,27,No
E1949,22,20-30,Male,Finance,Manager,117031,High Salary,0,3,1,4,3,3,No,17,No
E1950,26,20-30,Female,Sales,HR Specialist,80095,High Salary,2,3,5,1,1,4,No,33,No
E1951,27,20-30,Male,Finance,HR Specialist,37656,Low Salary,7,5,2,4,2,2,No,31,Yes
E1952,34,31-40,Male,Sales,Sales Executive,70147,Medium Salary,7,3,4,5,4,1,No,50,No
E1953,48,41-50,Male,Finance,Engineer,106396,High Salary,24,1,2,3,4,1,No,42,No
E1954,52,51+,Female,Research & Development,Analyst,64666,Medium Salary,31,3,1,4,1,5,No,26,No
E1955,49,41-50,Male,IT,Analyst,97368,High Salary,24,4,4,2,5,3,Yes,21,No
E1956,58,51+,Male,Finance,Engineer,53787,Medium Salary,31,1,3,2,4,4,Yes,36,Yes
E1957,46,41-50,Female,Sales,Analyst,77946,Medium Salary,25,3,5,4,3,2,Yes,1,No
E1958,55,51+,Female,Sales,Manager,36727,Low Salary,30,3,2,3,4,1,No,4,No
E1959,48,41-50,Female,Research & Development,Analyst,110081,High Salary,22,2,1,4,2,5,No,4,No
E1960,57,51+,Female,Sales,Analyst,83056,High Salary,31,5,3,3,4,3,Yes,26,No
E1961,52,51+,Male,HR,Engineer,18081,Low Salary,27,1,5,3,5,3,No,4,Yes
E1962,56,51+,Male,IT,Engineer,49196,Medium Salary,29,2,3,5,4,2,No,49,Yes
E1963,46,41-50,Male,Finance,Analyst,51735,Medium Salary,24,4,5,2,1,1,No,9,No
E1964,52,51+,Male,IT,Executive,119749,High Salary,28,5,4,2,4,2,No,30,No
E1965,23,20-30,Male,Research & Development,Engineer,95102,High Salary,3,1,3,3,5,2,No,45,No
E1966,41,41-50,Female,Finance,Sales Executive,94578,High Salary,21,3,3,2,1,5,Yes,4,No
E1967,21,20-30,Male,Finance,Sales Executive,40498,Medium Salary,0,1,3,1,3,3,Yes,5,No
E1968,29,20-30,Male,HR,Manager,91865,High Salary,4,3,4,3,1,4,No,45,No
E1969,24,20-30,Male,Research & Development,Analyst,46656,Medium Salary,4,5,1,2,2,3,Yes,23,Yes
E1970,29,20-30,Female,Sales,Executive,82695,High Salary,2,3,5,1,1,3,Yes,16,No
E1971,52,51+,Female,HR,Manager,52900,Medium Salary,30,4,3,5,3,5,No,22,Yes
E1972,57,51+,Male,HR,Analyst,99899,High Salary,32,3,4,2,4,4,Yes,37,No
E1973,32,31-40,Female,IT,Engineer,62701,Medium Salary,10,4,1,1,1,1,No,8,No
E1974,50,41-50,Female,IT,Sales Executive,34033,Low Salary,23,5,5,4,1,4,Yes,48,Yes
E1975,55,51+,Female,IT,HR Specialist,25805,Low Salary,35,5,4,4,1,1,No,33,Yes
E1976,43,41-50,Female,HR,Executive,50851,Medium Salary,23,1,5,1,1,4,Yes,38,No
E1977,34,31-40,Female,Sales,HR Specialist,41832,Medium Salary,11,4,3,3,3,2,Yes,43,No
E1978,48,41-50,Female,Finance,Sales Executive,78437,Medium Salary,28,4,1,3,5,4,No,16,No
E1979,27,20-30,Female,IT,HR Specialist,28944,Low Salary,2,2,4,2,5,5,No,5,Yes
E1980,24,20-30,Male,Sales,Engineer,34873,Low Salary,0,2,1,4,1,1,No,16,Yes
E1981,48,41-50,Male,Research & Development,Analyst,55372,Medium Salary,22,2,3,3,3,3,No,7,Yes
E1982,23,20-30,Female,IT,Engineer,104464,High Salary,0,3,1,3,3,5,Yes,1,No
E1983,31,31-40,Male,Finance,HR Specialist,30379,Low Salary,6,2,1,4,1,1,No,9,No
E1984,21,20-30,Male,Research & Development,Engineer,51751,Medium Salary,0,4,2,5,2,1,No,18,No
E1985,46,41-50,Female,Research & Development,Sales Executive,115082,High Salary,23,3,1,3,1,3,No,45,No
E1986,50,41-50,Male,Finance,Executive,104822,High Salary,27,5,5,1,2,2,Yes,47,No
E1987,55,51+,Female,IT,Engineer,20110,Low Salary,35,1,4,2,1,5,No,3,No
E1988,55,51+,Female,HR,Sales Executive,69341,Medium Salary,34,2,2,3,2,3,No,24,No
E1989,45,41-50,Female,Finance,Executive,27087,Low Salary,18,5,4,3,2,3,Yes,28,No
E1990,46,41-50,Male,Finance,Analyst,38762,Low Salary,19,4,4,5,1,2,No,10,No
E1991,24,20-30,Male,Finance,HR Specialist,97617,High Salary,3,1,3,1,2,5,Yes,9,No
E1992,39,31-40,Male,Research & Development,Analyst,115483,High Salary,16,5,3,2,4,3,No,13,No
E1993,30,20-30,Male,Sales,Manager,24596,Low Salary,10,1,2,3,5,2,No,48,No
E1994,29,20-30,Female,HR,Sales Executive,118555,High Salary,8,2,3,2,3,5,No,35,No
E1995,59,51+,Female,IT,Executive,33313,Low Salary,39,4,3,4,2,4,No,23,No
E1996,57,51+,Male,IT,Engineer,81549,High Salary,37,1,3,3,2,1,Yes,47,Yes
E1997,25,20-30,Female,Sales,Analyst,38705,Low Salary,5,5,4,3,3,2,No,17,No
E1998,27,20-30,Female,Finance,Executive,82364,High Salary,3,2,2,4,2,1,No,46,Yes
E1999,42,41-50,Male,HR,Sales Executive,88445,High Salary,17,2,4,5,3,4,Yes,7,No
